OBJNAME,OBJID,RA,DEC,Z,OBJTYPE,WISESize_flag,SNR_NUV_flag,SNR_W3_flag,SNR_flag,Mstar_all_flag,SFR_flag,sSFR_flag,Mstar_size_flag,tempel2014_flag,tempel2017_flag,tempel2017_groupIDs,tempel2017_Ngal,group_R200,group_M200,tempel2017_group_flag,tempel2017_cluster_flag,tempel2014_nearfilament_flag,tempel2014_farfilament_flag,KT2017_flag,KT2017_pg_flag,KT2017_rg_flag,tempel_field_flag,2D_5NN,2D_Sigma_Mstar,2D_3NN,Mstar,log_Sigma_M0,log_Sigma_M1,log_Sigma_M2,log_Sigma_M3,log_Sigma_M4,log_Sigma_M5,log_Sigma_M6,log_Sigma_M7,log_Sigma_M8,log_Sigma_M9,log_Sigma_M10,log_Sigma_M11,log_Sigma_M12,log_Sigma_M13,log_Sigma_M14,log_Sigma_M15,log_Sigma_M16,log_Sigma_M17,Sigma_ngal_0,Sigma_ngal_1,Sigma_ngal_2,Sigma_ngal_3,Sigma_ngal_4,Sigma_ngal_5,Sigma_ngal_6,Sigma_ngal_7,Sigma_ngal_8,Sigma_ngal_9,Sigma_ngal_10,Sigma_ngal_11,Sigma_ngal_12,Sigma_ngal_13,Sigma_ngal_14,Sigma_ngal_15,Sigma_ngal_16,Sigma_ngal_17,log_Sigma_ngal_0,log_Sigma_ngal_1,log_Sigma_ngal_2,log_Sigma_ngal_3,log_Sigma_ngal_4,log_Sigma_ngal_5,log_Sigma_ngal_6,log_Sigma_ngal_7,log_Sigma_ngal_8,log_Sigma_ngal_9,log_Sigma_ngal_10,log_Sigma_ngal_11,log_Sigma_ngal_12,log_Sigma_ngal_13,log_Sigma_ngal_14,log_Sigma_ngal_15,log_Sigma_ngal_16,log_Sigma_ngal_17,ratio_ngal_1,ratio_SigmaM_1,ratio_SigmaM_2,ratio_SigmaM_3,ratio_SigmaM_4,ratio_ngal_2,ratio_SigmaM_5,Sigma_2,Sigma_3,Sigma_5,Sigma_10,Sigma_20,ratio_Sigmak_1
b'UGC 03960',b'OBJID10148',115.09479166666665,23.275,0.0075218705,b'G',True,False,False,False,True,False,False,True,False,True,0,1,-99.0,-99.0,False,False,False,False,True,True,False,True,0.37275112060994803,24611272850.82893,0.5408167084585882,9.842526457347693,9.182385191931646,9.182385191931646,9.34537658465356,9.34537658465356,9.34537658465356,9.595254057870159,9.947436575981522,9.34537658465356,8.932507718715046,8.932507718715046,9.182385191931646,10.549496567309484,10.549496567309484,8.932507718715046,9.34537658465356,9.570831830650302,11.34537658465356,9.593498904089852,4.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,8.0,2.0,14.0,1.0,19.0,0.6020599913279624,0.7781512503836436,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.6989700043360189,0.6989700043360189,0.6020599913279624,0.0,0.0,0.9030899869919435,0.3010299956639812,1.146128035678238,0.0,1.2787536009528289,-0.39794000867203766,0.0,0.41286886593851335,-0.6020599913279625,-0.6020599913279625,0.0,0.37660474533121935,-0.44303268291982223,-0.2669498993902515,-0.4285810422438874,-0.3146288923860679,-0.37859965550181407,0.12840379053375434
b'UGC 03961',b'OBJID00508',115.30391666666665,47.671527777777776,0.02104519,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,1.2331096114701692,37879588933.19455,1.0973494522057494,10.02979763955514,9.636888184370585,9.636888184370585,9.989070702481948,9.989070702481948,9.989070702481948,9.906846963603241,10.134707758188968,9.989070702481948,9.908797050575277,9.908797050575277,9.636888184370585,10.73676774951693,10.73676774951693,9.908797050575277,9.989070702481948,10.166927669737497,11.532647766861006,10.166927669737497,6.0,6.0,5.0,4.0,4.0,2.0,1.0,5.0,11.0,10.0,5.0,1.0,1.0,11.0,4.0,27.0,1.0,27.0,0.7781512503836436,0.7781512503836436,0.6989700043360189,0.6020599913279624,0.6020599913279624,0.3010299956639812,0.0,0.6989700043360189,1.0413926851582251,1.0,0.6989700043360189,0.0,0.0,1.0413926851582251,0.6020599913279624,1.4313637641589874,0.0,1.4313637641589874,-0.3424226808222063,0.0,0.0802736519066709,-0.6020599913279625,-0.14563705570702012,0.6989700043360189,-0.03221991154852866,-0.022263618785510447,0.040344951181989185,0.09100168287378005,-0.01830009109820092,-0.027143641495799738,0.003963527687309527
b'CGCG 117-065',b'OBJID03850',115.17766666666667,23.62625,0.024493957,b'G',True,True,False,False,True,True,True,True,True,True,69517,2,0.11402,162210000000.0,True,False,True,False,False,False,False,False,0.0747793058827488,270490022641.33862,0.09935760970729172,10.883543632382976,10.034211241577479,10.034211241577479,10.386393759688842,10.386393759688842,10.386393759688842,10.636271232905441,10.988453751016804,10.386393759688842,9.924263754755888,9.924263754755888,10.034211241577479,11.590513742344767,11.590513742344767,9.924263754755888,10.386393759688842,9.572081236644525,12.386393759688842,9.572081236644525,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,3.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.6989700043360189,0.3010299956639812,0.47712125471966244,0.0,0.47712125471966244,-0.17609125905568124,0.0,0.46213000493295375,-0.6020599913279625,-0.6020599913279625,0.0,1.416372514372279,-0.6261826342536211,-1.0027988650682615,-1.1262185703758492,-0.8741090769116735,-0.9094456031814258,-0.24792644265805241
b'IC 2204',b'OBJID07743',115.32541666666665,34.23216666666667,0.015524185,b'G',True,True,False,False,True,True,True,True,True,True,73575,2,0.418096,7932090000000.0,True,False,False,True,False,False,False,False,1.1427518362210147,170912940308.01886,2.4684982099700337,10.528928794180485,10.153968691248178,10.153968691248178,10.226753278989861,10.226753278989861,10.226753278989861,10.436894928300077,10.78907744641144,10.226753278989861,10.373895135467265,10.223874236645122,9.91703441705099,11.391137437739403,11.391137437739403,10.373895135467265,10.226753278989861,10.358345863671543,12.031778921486351,10.361956551401882,8.0,8.0,5.0,4.0,4.0,4.0,3.0,5.0,15.0,10.0,6.0,3.0,3.0,15.0,4.0,33.0,1.0,34.0,0.9030899869919435,0.9030899869919435,0.6989700043360189,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.47712125471966244,0.6989700043360189,1.1760912590556813,1.0,0.7781512503836436,0.47712125471966244,0.47712125471966244,1.1760912590556813,0.6020599913279624,1.5185139398778875,0.0,1.5314789170422551,-0.4771212547196625,0.0,-0.14714185647740408,-0.6020599913279625,-0.5623241674215791,0.22184874961635642,0.430731582739897,1.3365768655724943,0.39243281662728635,0.057951927804303,0.06499967713063926,0.017283225180257388,-1.2715771884418552
b'CGCG 147-058',b'OBJID10297',115.36558333333333,29.66916666666667,0.023585638,b'G',True,True,False,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.3902281954772198,89676496852.98828,0.3032393489011217,10.404071016654227,9.55473862584873,9.55473862584873,9.906921143960092,9.906921143960092,9.906921143960092,10.156798617176692,10.508981135288055,9.906921143960092,9.655309000284666,9.655309000284666,9.55473862584873,11.111041126616017,11.111041126616017,9.655309000284666,9.906921143960092,9.407771622810667,11.906921143960092,9.429586980527642,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,2.0,1.0,1.0,7.0,1.0,12.0,1.0,13.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.8450980400142568,0.7781512503836436,0.3010299956639812,0.0,0.0,0.8450980400142568,0.0,1.0791812460476249,0.0,1.1139433523068367,-0.8450980400142568,0.0,0.25161214367542684,-0.6020599913279625,-0.6020599913279625,0.0,1.1012095124773875,-0.6235292027877732,-0.5182144445247227,-0.40868135437312175,-0.39291435224136956,-0.6481443995759845,0.23061485054640368
b'UGC 03973',b'OBJID15593',115.63666666666666,49.809638888888884,0.022212,b'G',True,True,True,True,True,True,True,True,False,True,85015,2,0.361614,5159750000000.0,True,False,False,False,False,False,False,False,1.4739757999839271,669475884608.9487,0.9735779624898119,11.277127319911823,10.607811629208234,10.7843053106582,11.0816256909179,10.874775015298413,10.874775015298413,11.02985492043429,11.382037438545652,10.874775015298413,10.456539339747456,10.355076121850477,10.567902543808524,11.984097429873614,11.984097429873614,10.602527711459457,10.874775015298413,10.61552620161701,12.77997744721769,10.668604549578712,9.0,12.0,8.0,5.0,5.0,3.0,3.0,5.0,16.0,12.0,8.0,2.0,2.0,19.0,5.0,53.0,2.0,58.0,0.9542425094393249,1.0791812460476249,0.9030899869919435,0.6989700043360189,0.6989700043360189,0.47712125471966244,0.47712125471966244,0.6989700043360189,1.2041199826559248,1.0791812460476249,0.9030899869919435,0.3010299956639812,0.3010299956639812,1.2787536009528289,0.6989700043360189,1.724275869600789,0.3010299956639812,1.7634279935629373,-0.5051499783199059,0.0,0.41823567555095664,-0.6020599913279625,-0.5072624232472389,0.22184874961635642,0.7665112369286415,0.8374319938443844,-0.011629265177938802,0.16849035325185288,0.10004858442628556,0.0959314197981431,-0.7373834094180989
b'KUG 0738+493',b'OBJID05709',115.63491666666665,49.191111111111105,0.009921964,b'G',True,True,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,True,False,False,True,0.29744719205881326,10474878431.735579,0.19058235179993477,9.471541373510906,8.62220898270541,8.62220898270541,8.974391500816772,8.974391500816772,8.974391500816772,9.224268974033372,9.576451492144734,8.974391500816772,9.352075826614241,8.37233150948881,8.62220898270541,10.178511483472697,10.178511483472697,9.40302480896853,8.974391500816772,9.291578032626903,10.974391500816772,9.291578032626903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.0,0.0,0.0,0.0,0.6020599913279624,0.0,0.9030899869919435,0.0,0.9030899869919435,-0.47712125471966244,0.0,-0.37768432579746936,-0.6020599913279625,-0.6020599913279625,0.0,0.28487345951783105,-0.7085446045035816,-0.7199173181298304,-0.5265901265175298,-0.6286142761034805,-0.3947447488338572,0.07993032840010106
b'KUG 0739+504',b'OBJID00922',115.76904166666665,50.288805555555555,0.018708335,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,True,False,False,False,False,1.3650670681451729,27984263624.358864,1.1591102071059918,9.898306265536823,10.490967197628102,10.824279798331393,11.025222178081867,10.660170301895107,10.660170301895107,9.65103386605929,10.003216384170653,10.660170301895107,10.614120002872443,10.058110310567145,10.307987783783744,10.605276375498613,10.605276375498613,10.938399372747751,10.660170301895107,10.461067633836638,11.40115639284269,10.699386984429614,11.0,15.0,7.0,3.0,3.0,1.0,1.0,5.0,27.0,4.0,4.0,1.0,1.0,42.0,3.0,44.0,1.0,61.0,1.0413926851582251,1.1760912590556813,0.8450980400142568,0.47712125471966244,0.47712125471966244,0.0,0.0,0.6989700043360189,1.4313637641589874,0.6020599913279624,0.6020599913279624,0.0,0.0,1.6232492903979006,0.47712125471966244,1.6434526764861874,0.0,1.7853298350107671,-0.7323937598229685,0.0,0.046050299022663665,-0.6020599913279607,0.6569539177244543,0.6989700043360189,-0.45785124966598545,-0.06843977962723102,0.06412473023673979,0.13515398955245983,0.13389188286676232,0.31999820586301186,0.20233166249399334
b'IC 0471',b'OBJID14558',115.90187499999999,49.66755555555555,0.018322676,b'G',True,True,True,True,True,True,True,True,True,True,48123,3,0.160373,448728000000.0,True,False,True,False,False,False,False,False,2.1208405596864663,480090697330.3824,1.4447511457950657,10.778179025345235,10.54944395452026,10.81874122881494,11.110318330548232,10.660170301895107,10.660170301895107,10.885443273425707,11.23762579153707,10.781213064422568,10.60309003257718,10.058110310567145,10.307987783783744,11.839685782865033,11.839685782865033,10.956199625337636,10.660170301895107,10.377607075736362,12.2810291526511,10.61947661232008,13.0,17.0,11.0,3.0,3.0,3.0,3.0,7.0,26.0,5.0,3.0,2.0,2.0,47.0,3.0,42.0,1.0,61.0,1.1139433523068367,1.2304489213782739,1.0413926851582251,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.8450980400142568,1.414973347970818,0.6989700043360189,0.47712125471966244,0.3010299956639812,0.3010299956639812,1.6720978579357175,0.47712125471966244,1.6232492903979006,0.0,1.7853298350107671,-0.5698753079565612,0.12104276252746082,0.1781230318453879,-0.6020599913279625,-0.4564127271145022,0.3679767852945944,0.8600187158007078,0.5880014234616445,0.15979304756636814,0.32650802040194327,0.2991967317938259,0.2766190979749822,-0.28880469166781864
b'IC 0472',b'OBJID06038',115.95974999999999,49.61419444444444,0.018859714,b'G',True,True,True,True,True,True,True,True,True,True,48123,3,0.160373,448728000000.0,True,False,True,False,False,False,False,False,1.9809992490915234,480090697330.3824,4.2361524269394755,10.879317326560523,10.54944395452026,10.852405184676057,11.110318330548232,10.660170301895107,10.660170301895107,10.885443273425707,11.23762579153707,10.781213064422568,10.66051211513292,10.058110310567145,10.307987783783744,11.839685782865033,11.839685782865033,10.961004944124157,10.660170301895107,10.411687547031931,12.382167453866389,10.680573691152967,15.0,18.0,10.0,3.0,3.0,4.0,4.0,8.0,33.0,5.0,3.0,2.0,2.0,47.0,3.0,49.0,1.0,64.0,1.1760912590556813,1.255272505103306,1.0,0.47712125471966244,0.47712125471966244,0.6020599913279624,0.6020599913279624,0.9030899869919435,1.5185139398778875,0.6989700043360189,0.47712125471966244,0.3010299956639812,0.3010299956639812,1.6720978579357175,0.47712125471966244,1.6901960800285136,0.0,1.806179973983887,-0.615423952885944,0.12104276252746082,0.12070094928964714,-0.6020599913279625,-0.4564127271145022,0.30102999566398114,0.8259382445051386,0.6386876107326592,0.6269715786752275,0.29688431091690665,0.43679576944059095,0.3076057992958982,-0.20189184129206827
b'UGC 03987',b'OBJID15102',115.87658333333331,22.93052777777778,0.024235368,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,True,False,False,False,False,False,0.1836279537731093,102829959726.69453,0.26972976997520576,10.463512047846775,9.614179657041278,9.614179657041278,9.966362175152641,9.966362175152641,9.966362175152641,10.21623964836924,10.568422166480604,9.966362175152641,9.982443287755148,9.924263754755888,9.614179657041278,11.170482157808566,11.170482157808566,9.996750405067932,9.966362175152641,9.895796459805089,11.966362175152641,9.895796459805089,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,7.0,1.0,9.0,1.0,10.0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.6020599913279624,0.0,0.0,0.0,0.8450980400142568,0.0,0.9542425094393249,0.0,1.0,-0.6989700043360189,0.0,-0.016081112602506664,-0.6020599913279625,-0.6020599913279625,0.0,0.6726257066755146,-0.6533844329860923,-0.5690711179799932,-0.7360612052409262,-0.8518839359387925,-0.9127778763301736,-0.19849950295270025
b'UGC 03988',b'OBJID09161',116.11595833333332,47.73108333333334,0.021327585,b'G',True,True,True,True,True,False,True,True,True,True,84437,2,0.0550167,18162800000.0,True,False,False,False,False,False,False,False,1.4888249556093247,57915405504.87064,1.387554190059377,10.21418648361283,10.15520775858321,10.15520775858321,10.071793541444368,10.071793541444368,10.071793541444368,10.052125676443595,10.319096602246658,10.071793541444368,10.052861393753318,10.003983824565982,10.130494993418232,10.92115659357462,10.92115659357462,10.052861393753318,10.071793541444368,10.136448570119876,11.717036610918695,10.139402418627048,10.0,10.0,5.0,4.0,4.0,3.0,1.0,5.0,17.0,12.0,7.0,1.0,1.0,17.0,4.0,28.0,1.0,29.0,1.0,1.0,0.6989700043360189,0.6020599913279624,0.6020599913279624,0.47712125471966244,0.0,0.6989700043360189,1.2304489213782739,1.0791812460476249,0.8450980400142568,0.0,0.0,1.2304489213782739,0.6020599913279624,1.4471580313422192,0.0,1.462397997898956,-0.531478917042255,0.0,0.018932147691050005,-0.6020599913279625,-0.24730306080228992,0.6989700043360189,0.1826480321267816,0.19444506871183956,0.14224995322476358,0.17284363980607173,0.04300956660763595,-0.03006268199216826,-0.15143550210420362
b'NGC 2435',b'OBJID15463',116.05658333333332,31.65111111111111,0.014026,b'G',True,True,False,False,True,True,True,True,False,True,55695,2,0.50605,14029600000000.0,True,False,False,False,False,False,False,False,1.5065303670952745,189783751143.18018,1.1080959101156196,10.729651408502189,10.110438421005622,10.110438421005622,10.232501535808057,10.232501535808057,10.232501535808057,10.482379009024656,10.83456152713602,10.232501535808057,10.131017972105957,9.995900542452889,10.110438421005622,11.43662151846398,11.43662151846398,10.153704445847131,10.232501535808057,10.595916150452972,12.232501535808057,10.6186300716096,10.0,11.0,5.0,5.0,5.0,1.0,1.0,5.0,17.0,10.0,6.0,1.0,1.0,20.0,2.0,57.0,1.0,65.0,1.0,1.0413926851582251,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.0,0.0,0.6989700043360189,1.2304489213782739,1.0,0.7781512503836436,0.0,0.0,1.3010299956639813,0.3010299956639812,1.7558748556724915,0.0,1.8129133566428555,-0.531478917042255,0.0,0.1014835637021001,-0.6020599913279607,-0.6020599913279625,0.6989700043360189,0.23864537668304742,-0.12721257343639547,0.04457735193689976,0.17797789016071383,0.12012315214645237,0.14304742753793318,0.24733572558284783
b'UGC 03997',b'OBJID16158',116.16141666666665,40.36636111111111,0.019825,b'G',True,True,True,True,True,False,True,True,True,True,85131,2,0.116623,172751000000.0,True,False,False,False,False,False,False,False,0.1796295634652462,32580121727.407722,0.1145130220643085,9.964345084740778,9.115012693935281,9.115012693935281,9.467195212046644,9.467195212046644,9.467195212046644,9.717072685263243,10.069255203374606,9.467195212046644,8.865135220718681,8.865135220718681,9.115012693935281,10.671315194702569,10.671315194702569,9.844037008237676,9.467195212046644,9.512425669713485,11.467195212046644,9.512425669713485,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,7.0,2.0,8.0,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.7781512503836436,0.47712125471966244,0.8450980400142568,0.3010299956639812,0.9030899869919435,0.0,0.0,0.6020599913279625,-0.6020599913279625,-0.6020599913279625,0.0,0.5568295336611211,2.058895018124921,-0.9411451238996205,-0.7456221855238292,-0.7440216345490149,-0.8088343609756439,-2.802916652673936
b'CGCG 148-006',b'OBJID02623',116.239375,28.927500000000002,0.023471711,b'G',True,True,True,True,True,True,True,True,True,True,82242,3,0.242238,1554100000000.0,True,False,False,False,False,False,False,False,1.5137277844838815,50264982762.81133,2.4201057859803616,10.152657920093402,9.787572191043907,9.787572191043907,9.919270572944344,9.919270572944344,9.919270572944344,10.169148046160943,10.25756803872723,9.919270572944344,9.737727885169853,9.737727885169853,9.787572191043907,10.859628030055193,10.859628030055193,9.737727885169853,9.919270572944344,9.520352822741094,11.655508047399268,9.520352822741094,9.0,9.0,6.0,6.0,6.0,4.0,2.0,6.0,11.0,10.0,9.0,1.0,1.0,11.0,6.0,13.0,1.0,13.0,0.9542425094393249,0.9542425094393249,0.7781512503836436,0.7781512503836436,0.7781512503836436,0.6020599913279624,0.3010299956639812,0.7781512503836436,1.0413926851582251,1.0,0.9542425094393249,0.0,0.0,1.0413926851582251,0.7781512503836436,1.1139433523068367,0.0,1.1139433523068367,-0.2632414347745815,0.0,0.18154268777449012,-0.6020599913279625,-0.3382974657828868,0.47712125471966244,0.7372152159861365,0.3408785216240263,0.3838343499735804,0.18004778247853373,-0.03704798245119175,-0.37224084819244474,-0.37792650407521805
b'CGCG 148-007',b'OBJID00268',116.33454166666665,26.966555555555555,0.015994845,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,6.673564844627617,18850830829.672424,5.666791416167913,9.72672287814957,10.299919926245513,10.299919926245513,10.639864591641023,10.639864591641023,10.639864591641023,10.889742064857623,11.09839855832509,10.639864591641023,10.107037402525243,10.107037402525243,10.299919926245513,10.43369298811136,10.43369298811136,10.107037402525245,10.639864591641023,10.190200302116745,11.229573005455435,10.190200302116745,16.0,16.0,14.0,14.0,14.0,12.0,9.0,14.0,22.0,22.0,16.0,1.0,1.0,24.0,14.0,39.0,1.0,39.0,1.2041199826559248,1.2041199826559248,1.146128035678238,1.146128035678238,1.146128035678238,1.0791812460476249,0.9542425094393249,1.146128035678238,1.3424226808222062,1.3424226808222062,1.2041199826559248,0.0,0.0,1.380211241711606,1.146128035678238,1.591064607026499,0.0,1.591064607026499,-0.19629464514396822,0.0,0.5328271891157801,0.6647055702137301,-0.4585339666840671,0.19188552623891308,0.9081982562083457,0.5925809229382306,0.753337227380435,0.8243578847073949,0.9166443021832249,0.21353918438252686,0.3240633792449943
