CXC_g,CRE_g,CN_g,CNumerical_Error_g,CXC_r,CRE_r,CN_r,CNumerical_Error_r,CXC_W1-fixBA,CRE_W1-fixBA,CN_W1-fixBA,CNumerical_Error_W1-fixBA,CXC_W2,CRE_W2,CN_W2,CNumerical_Error_W2,CXC_W3-fixBA,CRE_W3-fixBA,CN_W3-fixBA,CNumerical_Error_W3-fixBA,Vcosmic,logmstar,logsfr,Size Ratio,cluster_member,rich_group_memb,poor_group_memb,filament_member,pure_field,CRE_g_unscaled,CRE_r_unscaled,CRE_W1-fixBA_unscaled,CRE_W2_unscaled,CRE_W3-fixBA_unscaled,CN_g_unscaled,CN_r_unscaled,CN_W1-fixBA_unscaled,CN_W2_unscaled,CN_W3-fixBA_unscaled
991.3564,2.102475718896506,-1.0250595587048614,False,994.3921,2.1981830107279197,0.04126651626849486,False,94.751,2.2463940114325744,0.8098010727424981,False,94.6641,2.307862198417041,1.2015747892607138,False,94.769,2.462405652001063,2.400900432821226,False,2137.651565414153,9.6734844483308,-0.8224703236413329,1.0751327426646364,False,False,True,False,False,6.159311895737766,6.158834888786526,4.881545028534358,5.24160754951494,5.248308894969067,0.6337,1.1448,1.3995,1.1898,2.7173
916.2559,0.6606438921223348,0.12567989977244426,False,916.3651,0.7620255981472621,0.3686619306328004,False,87.4279,0.8351006049029853,0.1496149812658238,False,87.4594,0.8179135174418366,0.6396385529800205,False,87.6111,0.38571697945136285,-0.041328647742649084,False,1573.6168209305781,9.406368516497302,-0.9289465921997394,0.8071276003805216,False,False,False,False,True,3.739040385675244,3.8249683258981215,3.159085430218936,3.3099149896464017,2.5497850426896775,1.1032,1.2744,1.1162,1.0199,0.7952
603.5569,2.8040713810663616,0.15435647413705456,False,604.6805,3.0504611378853514,0.6334076052113439,False,58.2501,2.835691402989465,0.10883398373373111,False,58.2882,2.7637259208991525,0.5675360812265234,False,57.8552,1.997200912442131,-0.275119892123146,False,3550.026687290627,9.95395848972208,-2.510602093463788,0.8291365468726803,False,False,True,False,False,7.3370165081628,7.5438525796256,5.600772471710347,5.832626939831328,4.643805147013484,1.1149,1.3792,1.0987,0.9981,0.6112
361.2044,0.21742372674779747,-0.6601072576031132,False,360.6505,0.267712600378434,-0.8322931618733023,False,34.2679,0.5208009341625794,-0.679753991401132,False,34.5289,0.7812056879777416,0.11243057144298378,False,35.761,0.6681640782677267,2.8999939153900263,False,1962.9036801641967,9.064270350001303,-3.0085419142277963,1.0509167824059327,False,False,False,False,True,2.995047141094711,3.0216715793243845,2.775488027928629,3.262323926967448,2.916806947916943,0.7826,0.799,0.7603,0.8605,3.1101
666.0743,1.2026530567582805,-0.726774165527677,False,635.6177,2.0421517171858863,0.7268769750530051,False,61.7683,1.5147556832310334,0.06246016368295157,False,61.1977,2.51655887774002,2.726310545148882,False,58.7737,1.0007638278513242,1.998372899018284,False,1435.1555976814745,9.423880270138778,-1.6918689700050102,0.8396442300835618,False,False,False,False,True,4.648861708107899,5.90527200245388,3.988592893226716,5.512179165749136,3.3489990089501114,0.7554,1.4162,1.0788,1.6508,2.4005
527.5864,1.2352318314106532,0.24430778004997697,False,529.3132,1.2996342586176959,0.6000617759705352,False,50.2622,1.2991803588815696,0.38358138996422836,False,50.3341,1.5410043419628459,1.2544940345843811,False,50.6427,1.220979889018858,0.33426206877297526,False,1806.753851799855,9.470528696821647,-0.5756439668646932,0.975753180483713,False,False,True,False,False,4.703548724068904,4.698623863654644,3.7254868765276226,4.247389671608072,3.6351556686221618,1.1516,1.366,1.2166,1.2058,1.0908
415.4841,-0.12634627197607978,0.2188174917258791,False,416.0232,-0.1923068232457397,0.5225074609938051,False,40.0165,-0.14540897590762958,0.5010306628566548,False,39.9881,-0.004939935567216381,0.15641969411828227,False,39.8833,0.1993272920124263,-0.32264050375266007,False,2919.3372477643566,9.313394897351955,-1.1161971547355556,1.1759045832216564,False,False,False,False,True,2.4179918157263485,2.2741045357184606,1.9623901640938723,2.2430997943744675,2.3075835880270827,1.1412,1.3353,1.267,0.8738,0.5738
707.7795,0.903309176959136,0.3046021158935162,False,707.0643,0.8551212205433255,0.5353910768368451,False,67.0952,0.8568317750718639,0.4695710361890409,False,67.1171,0.7290938568761015,1.5012300159059806,False,66.899,0.5313712128597058,-0.1320498153989941,False,1002.1250042163672,9.359995980537281,-0.7018596995151735,0.8598212413355325,False,False,False,False,True,4.146380454375022,3.9762558925382128,3.185607953789747,3.19476184398733,2.739053385235845,1.1762,1.3404,1.2535,1.2804,0.7238
315.438,0.36874605683482986,-0.7240780773395513,False,314.8467,0.4347616148349756,-0.4099126581563896,False,30.1364,0.4173634192023464,-0.5476235593971523,False,30.2296,0.6633124085254555,-0.3876562968656734,False,30.4805,0.5317980026102882,-0.5540175994140105,False,3485.436945433817,9.67607045866743,0.24108607492744177,1.0341092253721438,False,False,True,False,False,3.2490581273588424,3.2931391119140185,2.6492443002637587,3.109477339910888,2.739607971167323,0.7565,0.9662,0.817,0.7093,0.3917
288.7605,-0.033604439168235356,-0.9275101860799482,False,288.789,0.10080529167362527,-0.7335187737433306,False,27.5469,0.26364292482304374,-0.7543249583169583,False,27.5807,0.34556984026287413,-0.45380535352025775,False,26.8715,0.12572362723411953,-0.6828569047410887,False,2944.301929796041,9.378100099202353,-0.9859906847787421,0.8985669647667277,False,False,True,False,False,2.573669067100384,2.750434329510748,2.4616310514691535,2.6975296245945346,2.2119403422941653,0.6735,0.8381,0.7283,0.6893,0.2903
