VFID,RA,DEC,objname,group_flag,SNR_phot,WISE_AGN_flag,kauffman_AGN_flag,preGALFIT_sample_flag,Re_W1,Re_W1_err,Re_W3,Re_W3_err,size_ratio_px,bad_model_flag,virgowise_sample_flag,axis_ratio,t_type,logM200_model
b'VFID0162',182.5162365,68.6948427,b'SDSSJ121003.98+684141.9',False,3.5020907,False,False,False,1274.9968,9605.2617,15.6507,27.5318,0.012275089631597508,True,False,0.55,10.0,
b'VFID0163',141.2987505,68.3831944,b'UGC04998',False,7.072056,False,False,False,10.0411,0.1119,9.1537,0.579,0.9116232285307387,False,False,0.62,9.7,
b'VFID0164',109.5178335,68.3426944,b'PGC020611',False,3.2268815,False,False,False,2.5315,0.028,7.5265,82.1472,2.9731384554611893,True,False,0.77,-5.0,11.350971462845262
b'VFID0165',244.15470450000004,68.2025725,b'IC1218',False,196.09198,False,False,False,3.4593,0.0133,0.0131,0.0637,0.0037868933021131448,True,False,0.19,3.0,
b'VFID0166',275.48500049999996,68.1287778,b'UGC11222',False,139.87312,False,False,True,5.4693,0.0399,5.0002,0.0395,0.9142303402629223,False,True,0.46,5.9,11.284345333346868
b'VFID0167',194.0666505,68.1128873,b'PGC2712133',False,2.770799,False,False,False,2.3429,0.0795,0.007046,3.284,0.0030073840112680864,True,False,0.81,9.0,
b'VFID0168',207.06951750000002,68.0849644,b'UGC08737',False,526.9563,False,False,True,8.7826,0.0184,8.3794,0.0148,0.9540910436544987,False,True,0.17,4.0,11.608759012099542
b'VFID0169',163.1712495,67.9888889,b'UGC05979',False,10.609655,False,False,False,6.761,0.1368,37.5721,288.9479,5.557180890400828,True,False,0.82,9.9,
b'VFID0170',277.6658745,67.9870278,b'NGC6667',False,1312.888,False,False,True,7.9569,0.0285,18.2715,1.2646,2.296308864004826,True,False,0.48,2.0,11.284345333346868
b'VFID0171',108.9741135,67.9838295,b'UGC03749',False,18.847517,False,False,False,8.8175,0.0594,7.8026,0.5999,0.8848993478877232,False,False,0.19,5.8,
b'VFID0172',176.1626415,67.9558478,b'UGC06714',False,481.44647,False,False,True,1.4619,0.0059,0.0164,0.0139,0.011218277583966072,True,False,0.32,0.8,11.759658479010696
b'VFID0173',182.962833,67.9286385,b'UGC07195',False,24.760782,False,False,False,5.347,0.0377,3.9064,0.1201,0.7305778941462502,False,False,0.42,7.7,
b'VFID0174',205.273875,67.6721389,b'NGC5283',False,135.24387,False,False,False,2.1847,0.013,0.9702,0.0351,0.44408843319448893,True,False,0.9,-2.0,11.67229085427828
b'VFID0175',202.0788375,67.631641,b'UGC08509',False,1.9597571,False,False,False,5.5657,0.1593,4.6501,43.374,0.8354923908942272,True,False,0.47,9.9,
b'VFID0176',266.06179199999997,67.6194444,b'UGC10974',False,310.77356,False,False,False,1.6205,0.0224,2.4015,0.043,1.481950015427337,False,False,0.52,3.0,
b'VFID0177',181.6186545,67.4907164,b'PGC3140980',False,2.2762558,False,False,False,0.8932,0.0474,0.0137,4.1689,0.015338110165696374,True,False,0.86,-5.0,
b'VFID0178',186.070971,67.4400042,b'PGC040349',False,260.931,False,False,False,1.2638,0.0199,0.01,0.6437,0.007912644405760404,True,False,0.81,-5.0,
b'VFID0179',256.3014165,67.4199722,b'PGC059579',False,107.84133,False,False,False,1.2253,0.0384,1.4634,0.0254,1.1943197584265077,False,False,0.9,5.0,
b'VFID0180',141.6526275,67.4112907,b'SDSSJ092636.62+672440.8',False,1.3684192,False,False,False,4.8128,0.4132,223.7588,26464.1934,46.49243683510638,True,False,0.56,,
b'VFID0181',181.94847000000001,67.3837847,b'PGC038504',False,137.6376,False,True,False,2.6552,0.0167,0.3968,0.07,0.14944260319373306,True,False,0.97,-2.0,12.400873897246674
b'VFID0182',266.623341,67.3381693,b'UGC10991',False,15.823065,False,False,False,6.7081,0.1461,16.564,9.8785,2.4692535889447087,False,False,0.75,9.9,
b'VFID0183',245.46023250000002,67.2930768,b'UGC10369',False,8.584637,False,False,False,6.8783,0.0934,4.6854,0.8834,0.681185758108835,False,False,0.21,6.1,
b'VFID0184',235.4496,67.253799,b'UGC09992',False,12.500639,False,False,False,8.7913,0.1949,9.8995,1.0333,1.1260564421644126,False,False,0.61,9.899999618530273,
b'VFID0185',181.45697850000002,67.2520606,b'NGC4108A',False,66.50232,False,False,True,4.7842,0.0281,4.6779,0.1002,0.9777810292211864,False,True,0.48,3.8,12.389345279279723
b'VFID0186',180.345534,67.2453981,b'PGC2697093',False,4.1191406,False,False,False,1.2806,0.1405,198.0415,2495.0315,154.6474308917695,False,False,0.62,10.0,
b'VFID0187',170.051565,67.2416283,b'NGC3622',False,126.39982,False,False,True,4.8708,0.0207,4.449,0.0322,0.9134023158413402,False,True,0.58,7.3,11.60536753104143
b'VFID0188',181.7981835,67.2352346,b'NGC4108B',False,73.17047,False,False,True,6.1529,0.0859,6.003,0.1913,0.975637504266281,False,True,0.83,6.9,12.564120084290963
b'VFID0189',181.684764,67.1628529,b'NGC4108',False,505.10678,False,False,True,3.7815,0.01,4.5736,0.0107,1.2094671426682533,False,True,0.8,5.2,12.578266322522252
b'VFID0190',184.487625,67.0966552,b'SDSSJ121756.97+670547.7',False,0.5281249,False,False,False,1.7785,0.0982,13.688,0.0913,7.696373348327243,True,False,0.72,10.0,
b'VFID0191',181.3248015,66.9598163,b'PGC2693220',False,9.545846,False,False,False,1.5631,0.0203,1.5828,2.6667,1.0126031603864116,False,False,0.71,6.0,
b'VFID0192',157.21905,66.806198,b'UGC05671',False,2.7567155,False,False,False,9.2054,0.291,34.3099,7.0396,3.7271492819432073,True,False,0.38,9.8,
b'VFID0193',181.444602,66.744559,b'PGC038360',False,1.6613848,False,False,False,4.6391,0.1376,2.1101,1.0593,0.4548511564743162,False,False,0.58,10.0,
b'VFID0194',171.92164200000002,66.5898139,b'NGC3682',False,451.69696,False,False,False,4.2497,0.0119,2.6522,0.0037,0.6240911123138104,False,False,0.58,-0.1,12.5433485224195
b'VFID0195',191.684187,66.4658345,b'PGC2687514',False,0.82627785,False,False,False,1.8247,0.0886,1.0474,3.6918,0.5740121663835152,False,False,0.77,-5.0,
b'VFID0196',188.006316,66.3326096,b'NGC4513',False,8.249346,False,True,False,4.2093,0.039,28.267,123.8344,6.715368351032239,True,False,0.67,-2.0,11.818784454246352
b'VFID0197',181.6611345,66.3095868,b'SDSSJ120638.66+661834.3',False,-0.4579978,False,False,False,5.5647,2.1907,10.0634,23.7722,1.808435315470735,True,False,0.36,10.0,
b'VFID0198',204.01084649999999,66.3025188,b'UGC08604',False,33.093155,False,True,True,6.8486,0.3512,6.6523,0.4296,0.971337207604474,False,False,0.77,5.1,11.483425943283569
b'VFID0199',142.8726931288895,66.27463899705693,b' ',False,6.7276664,False,False,False,3.707,0.1621,0.0186,2.962,0.005017534394388993,True,False,0.48,0.0,
b'VFID0200',183.9994935,66.2308374,b'NGC4221',False,33.04028,False,True,False,10.9944,0.1332,9.1367,1.9964,0.8310321618278396,False,False,0.73,-1.1,12.612907997382786
b'VFID0201',141.465528,66.1690179,b'SDSSJ092551.72+661008.5',False,-0.48740822,False,False,False,2.7426,0.0731,0.0403,3.3323,0.014694085903886824,True,False,0.62,10.0,
b'VFID0202',183.892347,66.132876,b'SDSSJ121534.18+660758.2',False,2.5566607,False,False,False,2.6955,0.1537,34.7889,269.9211,12.906288258208123,False,False,0.68,-2.0,
b'VFID0203',141.50615051116327,66.12988768345582,b' ',False,-1.0598408,False,False,False,0.0117,0.4964,0.01,59.33,0.8547008547008547,True,False,0.96,0.0,
b'VFID0204',189.009552,66.1049784,b'PGC2683704',False,4.48041,False,False,False,2.3383,0.0626,0.013,230.3526,0.005559594577256982,True,False,0.42,10.0,
b'VFID0205',162.24303450000002,66.0946261,b'UGC05907',False,4.1747656,False,False,False,6.302,0.3488,35.4314,357.3912,5.622246905744208,False,False,0.62,9.7,
b'VFID0206',162.6465675,66.0451221,b'SDSSJ105035.27+660242.6',False,2.9185772,False,False,False,3.8657,0.1415,1.729,8.6218,0.44726698916108343,False,False,0.34,10.0,
b'VFID0207',185.8608975,65.9853736,b'PGC2682517',False,2.6504135,False,False,False,2.3877,0.0649,5.9127,2.1674,2.4763161201155923,False,False,0.62,10.0,
b'VFID0208',183.816015,65.9853551,b'NGC4210',False,233.9026,False,True,False,7.4053,0.0195,8.4078,0.022,1.1353760144761185,False,False,0.75,3.1,12.757907531430503
b'VFID0209',184.41673350000002,65.9787885,b'PGC2682454',False,15.146962,False,False,False,1.6705,0.057,0.0165,0.6365,0.009877282250823106,True,False,0.69,-5.0,
b'VFID0210',185.2381605,65.9478932,b'SDSSJ122057.16+655652.5',False,1.9813563,False,False,False,2.341,0.2973,1.4223,154.7479,0.607560871422469,True,False,0.64,10.0,
b'VFID0211',177.4196055,65.9290311,b'SDSSJ114940.70+655544.6',False,2.1765068,False,False,False,5.72,1.0259,0.5232,8.5699,0.09146853146853147,True,False,0.72,10.0,
b'VFID0212',184.67946,65.8982863,b'NGC4256',False,0.0,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,2.9,12.769996926332
b'VFID0213',184.66995,65.8669977,b'PGC213973',False,0.0,False,True,False,0.0,0.0,0.0,0.0,,False,False,0.0,-2.0,
b'VFID0214',185.69484749999998,65.843786,b'NGC4332',False,702.77905,False,True,True,6.1018,0.0617,0.9671,0.0191,0.15849421482185586,True,False,0.44,1.1,12.831091456067467
b'VFID0215',162.522966,65.8376408,b'PGC3097669',False,1.839363,False,False,False,1.4383,0.067,30.632,79.994,21.297364944726414,True,False,0.97,-3.1,
b'VFID0216',184.20743099999999,65.8299067,b'PGC039359',False,37.0641,False,True,False,3.031,0.0112,0.0148,0.139,0.00488287693830419,True,False,0.24,-2.0,12.774327556974772
b'VFID0217',162.76251000000002,65.7815552,b'NGC3392',False,23.732296,False,True,False,2.1176,0.0118,0.4874,0.0979,0.23016622591613148,True,False,0.72,-4.2,11.830068461840444
b'VFID0218',171.361428,65.7686308,b'PGC3140053',False,3.322477,False,False,False,1.199,0.1758,98.605,4048.4475,82.2393661384487,True,False,0.74,10.0,
b'VFID0219',185.5530225,65.7159347,b'PGC2679996',False,7.888604,False,False,False,1.474,0.0485,0.0111,47.3628,0.007530529172320217,True,False,0.67,-5.0,
b'VFID0220',137.9743005,65.7109686,b'SDSSJ091153.82+654239.4',False,0.74133885,False,False,False,1.3861,0.0778,0.0109,87.2856,0.007863790491306543,True,False,0.44,10.0,
b'VFID0221',163.3265895,65.702626,b'UGC05992',False,6.1202755,False,False,False,5.492,0.0945,4.1126,11.2478,0.7488346686088856,True,False,0.24,7.9,
b'VFID0222',162.835896,65.6818686,b'SDSSJ105120.69+654054.5',False,4.0896096,False,False,False,1.6883,0.063,0.009693,2.55,0.005741278208849138,True,False,0.33,8.5,
b'VFID0223',198.23040450000002,65.6353749,b'PGC2679292',False,-0.48101923,False,False,False,1.7032,0.0544,0.0149,0.0131,0.008748238609675904,True,False,0.61,9.5,
b'VFID0224',171.823566,65.6011281,b'PGC3139974',False,1.3442918,False,False,False,1.2393,0.2,33.6672,31170.0918,27.16630355846042,True,False,0.75,10.0,
b'VFID0225',182.398719,65.5950995,b'SDSSJ120935.64+653541.4',False,0.6299931,False,False,False,1.8549,0.2722,15.1196,7.961,8.151167178823655,False,False,0.62,10.0,
b'VFID0226',185.8682265,65.556719,b'SDSSJ122328.31+653324.0',False,-0.78575915,False,False,False,1.7827,0.0445,1310.7242,0.0,735.2466483424021,True,False,0.72,10.0,
b'VFID0227',162.403989,65.5312734,b'UGC05918',False,-0.9620284,False,False,False,13.7648,0.7506,99.9489,272.3192,7.261195222596768,False,False,0.66,9.800000190734863,
b'VFID0228',160.244091,65.5152,b'PGC3139929',False,3.0087743,False,False,False,0.0386,0.4026,1.789,32.5178,46.347150259067355,True,False,0.43,10.0,
b'VFID0229',108.86309999999999,65.441704,b'UGC03748',False,4.4898667,False,False,False,5.4777,0.1005,35.9993,166.5085,6.571973638570933,False,False,0.31,9.7,
b'VFID0230',245.71168500000002,65.437698,b'UGC10376',False,4.820074,False,False,False,4.0794,0.1333,3.0388,39.7607,0.7449134676668139,True,False,0.97,8.7,
b'VFID0231',164.01786600000003,65.4152562,b'SDSSJ105604.27+652454.9',False,-0.11792174,False,False,False,5.747,9.671,783.9559,220932580835328.0,136.4113276492083,True,False,0.62,10.0,
b'VFID0232',181.8581325,65.4125513,b'UGC07110',False,1.0169897,False,False,False,4.9454,0.1326,0.3226,2.0478,0.06523233712136531,True,False,0.92,8.8,
b'VFID0233',245.2411845,65.3901677,b'NGC6140',False,173.52054,False,False,True,19.1607,0.1426,11.7702,0.0782,0.6142886220232039,False,True,0.62,5.6,
b'VFID0234',206.466477,65.3860233,b'PGC095619',False,5.791546,False,False,False,4.1985,0.0526,4.2647,47.0576,1.0157675360247709,True,False,0.82,10.0,
b'VFID0235',139.39989450000002,65.3764586,b'SDSSJ091735.97+652235.3',False,2.2766027,False,False,False,2.1396,0.0942,0.0107,2.8033,0.005000934754159655,True,False,0.62,10.0,
b'VFID0236',155.456103,65.3702753,b'SDSSJ102149.48+652212.5',False,-0.0105644455,False,False,False,24.4031,40.8596,67.7411,2609.8743,2.775921911560417,True,False,0.6,10.0,
b'VFID0237',168.059349,65.2254575,b'UGC06237',False,3.287424,False,False,False,4.8263,0.0829,16.2041,461.3623,3.3574580941922387,True,False,0.62,8.1,
b'VFID0238',155.73348000000001,65.2008367,b'PGC2675385',False,2.3457267,False,False,False,0.5068,0.1951,0.0105,66.279,0.020718232044198894,True,False,0.59,-5.0,
b'VFID0239',183.10145400000002,65.1742034,b'SDSSJ121224.37+651027.0',False,6.0450377,False,False,False,6.7327,0.1507,13.4072,186.2819,1.9913556225585574,True,False,0.65,-5.0,
b'VFID0240',182.0248725,65.1741769,b'NGC4125',True,128.08948,False,False,False,21.8057,0.0779,11.2551,0.2709,0.5161540331197806,False,False,0.57,-4.8,12.955903555009524
b'VFID0241',155.180571,65.1720981,b'UGC05576',False,216.3456,False,True,False,2.4643,0.0088,2.4747,0.0144,1.0042202653897658,False,False,0.75,3.5,12.13378822077192
b'VFID0242',183.0986775,65.1215709,b'SDSSJ121223.65+650717.8',False,-0.093406714,False,False,False,3.4386,2.0405,555.9933,65948.1094,161.69176409003663,True,False,0.56,-5.0,
b'VFID0243',181.9860045,65.1139875,b'NGC4121',True,21.521961,False,False,False,1.4692,0.0125,1.1522,0.1474,0.7842363190852163,False,False,0.76,-4.9,12.490807284923676
b'VFID0244',158.14523400000002,65.0410942,b'NGC3259',False,239.61555,False,True,True,4.8535,0.019,5.9372,0.0157,1.2232821675079837,False,False,0.59,3.7,11.680725523937788
b'VFID0245',186.32816250000002,64.9335186,b'NGC4391',False,23.516914,False,False,False,2.8548,0.0271,5.3038,5.2217,1.857853439820653,False,False,0.99,-3.0,12.566785435916177
b'VFID0246',227.659227,64.8986237,b'UGC09764',False,22.125074,False,False,True,9.5276,0.2012,7.0203,0.3777,0.7368382383811243,False,True,0.49,7.0,10.668989932355167
b'VFID0247',158.0871735,64.8681871,b'PGC2672385',False,0.48033378,False,False,False,0.8083,0.4013,0.0215,52.7311,0.02659903501175306,True,False,0.81,-5.0,
b'VFID0248',170.336256,64.8596082,b'PGC3139579',False,0.5001344,False,False,False,0.9203,0.1782,0.0143,89.9628,0.015538411387591003,True,False,0.77,9.0,
b'VFID0249',186.83483999999999,64.8015378,b'NGC4441',False,219.71095,False,True,False,4.519,0.0406,0.5286,0.0074,0.11697278158884708,True,False,0.67,-1.0,12.327729269848781
b'VFID0250',163.280067,64.7953029,b'PGC2671709',False,1.2636817,False,False,False,3.2635,0.1509,249.7473,12851.9287,76.52743986517542,False,False,0.64,10.0,
b'VFID0251',232.0027905,64.7631544,b'NGC5949',False,515.6782,False,False,False,9.8786,0.0127,9.0191,0.0128,0.912993744052801,False,False,0.47,4.0,
b'VFID0252',182.5522815,64.7605927,b'PGC038717',False,7.1445804,False,False,False,5.6686,0.1246,9.7189,24.1528,1.7145150478072189,True,False,0.61,10.0,
b'VFID0253',158.32338299999998,64.7493744,b'NGC3266',False,20.151474,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,-2.0,11.651934780640959
b'VFID0254',148.8809685,64.7139636,b'SDSSJ095531.42+644250.4',False,-0.35057262,False,False,False,2.4489,0.3556,0.0124,39071.293,0.005063497897014986,True,False,0.42,10.0,
b'VFID0255',186.1472895,64.7096686,b'PGC2670839',False,2.1798291,False,False,False,2.5465,0.0787,0.0,0.0,0.0,False,False,0.3,8.0,
b'VFID0256',163.52247300000002,64.7080792,b'SDSSJ105405.39+644229.2',False,-1.5781069,False,False,False,3.6644,0.3857,0.0242,1630.381,0.006604082523741949,True,False,0.23,9.0,
b'VFID0257',158.4150195,64.688093,b'SDSSJ103339.60+644116.8',False,0.079334,False,False,False,1.8568,0.1839,2.8228,320421.0938,1.520249892287807,True,False,0.42,10.0,
b'VFID0258',153.85822349999998,64.6356187,b'SDSSJ101525.94+643808.1',False,1.447276,False,False,False,27.0247,109.9294,10.9611,41.8882,0.40559562178303554,True,False,0.32,10.0,
b'VFID0259',191.5036665,64.5693666,b'UGC07941',False,20.005,False,False,False,9.1574,0.1896,9.7531,0.6744,1.0650512154104876,False,False,0.26,7.0,11.563147001738969
b'VFID0260',188.5258575,64.5674101,b'UGC07730',False,6.0579896,False,False,False,5.1077,0.0872,4.8706,23.0401,0.9535798891869137,True,False,0.74,8.7,
b'VFID0261',246.180132,64.5117057,b'UGC10383',False,19.468239,False,False,True,6.0466,0.0623,5.8574,0.1604,0.9687096880891741,False,True,0.46,8.0,
b'VFID0262',158.3450565,64.5016236,b'UGC05727',False,67.538895,False,False,True,4.8899,0.03,4.9213,0.0683,1.0064213992106177,False,True,0.41,4.1,11.27269271931736
b'VFID0263',147.6504315,64.4881076,b'UGC05260',False,78.96469,False,True,True,4.144,0.0285,4.6272,0.0562,1.1166023166023167,False,False,0.2,4.0,11.897404461249756
b'VFID0264',158.7327525,64.4759227,b'SDSSJ103455.82+642833.6',False,-0.18500759,False,False,False,2.2823,0.203,0.0125,12.1355,0.005476931165929106,True,False,0.75,10.0,
b'VFID0265',183.69764550000002,64.4586356,b'PGC039123',False,59.766342,False,False,False,1.5408,0.7523,1.5479,0.3953,1.0046079958463137,True,False,0.59,-5.0,
b'VFID0266',195.145446,64.4471169,b'PGC044782',False,26.016731,False,False,False,2.755,0.0469,0.009999,3.646,0.0036294010889292194,True,False,0.45,-0.3,
b'VFID0267',181.139913,64.4374442,b'NGC4081',False,251.65228,False,False,True,5.1486,0.0111,3.8158,0.01,0.7411335120226857,False,True,0.28,1.1,13.059556935591772
b'VFID0268',187.5190245,64.4187106,b'PGC2667884',False,-0.24438934,False,False,False,1.4577,0.1308,53.8811,900.5596,36.96309254304727,True,False,0.75,-5.0,
b'VFID0269',181.97314799999998,64.3899499,b'SDSSJ120753.55+642323.6',False,-0.8128092,False,False,False,1.0573,0.1225,0.0137,1772.3568,0.012957533339638705,True,False,0.8,-5.0,
b'VFID0270',180.6544515,64.3764675,b'UGC07020A',False,435.69348,False,False,False,1.8701,0.0234,0.185,0.039,0.09892519116624779,True,False,0.6,-2.5,12.292686665815843
b'VFID0271',207.97328100000001,64.3728386,b'PGC049221',False,21.34015,False,False,False,4.5343,0.1354,3.0434,2.5521,0.671195112806828,False,False,0.42,10.0,
b'VFID0272',240.6162495,64.3534167,b'PGC056796',False,70.03802,False,False,False,3.6043,0.0338,3.275,0.0812,0.9086369059179313,False,False,0.52,6.0,
b'VFID0273',179.02950149999998,64.3507313,b'PGC2667196',False,11.485395,False,False,False,2.5829,0.0563,19.2514,272.9019,7.453405087304968,True,False,0.62,-5.0,
b'VFID0274',177.6588225,64.3503746,b'UGC06814',False,0.014647889,False,False,False,4.2146,0.282,18.0003,213.8337,4.270939116404878,True,False,0.59,8.0,
b'VFID0275',177.7595205,64.327121,b'PGC213887',False,1.0362148,False,False,False,1.9743,0.0358,0.0137,759.2334,0.0069391683128197336,True,False,0.86,-5.0,
b'VFID0276',188.23154250000002,64.3077902,b'PGC041616',False,11.123614,False,False,False,3.0679,0.0516,1.4975,0.3666,0.4881189086997621,False,False,0.25,3.0,
b'VFID0277',155.454036,64.2997892,b'SDSSJ102148.93+641759.9',False,0.009484844,False,False,False,2.4069,0.0765,12.8822,164016.3906,5.352195770493165,True,False,0.61,10.0,
b'VFID0278',159.50678100000002,64.2663581,b'UGC05776',False,209.06169,False,False,False,1.3723,0.0108,0.2586,0.017,0.18844276032937404,True,False,0.91,-3.5,
b'VFID0279',251.233551,64.2650073,b'PGC3139142',False,2.000534,False,False,False,0.7325,0.1689,0.0128,16.5751,0.017474402730375427,True,False,0.67,-4.0,
b'VFID0280',180.934734,64.2580319,b'PGC2666155',False,33.208138,False,False,False,6.3426,669.9075,0.0129,0.3196,0.002033866237820452,True,False,0.72,-5.0,
b'VFID0281',140.44103850000002,64.2578861,b'NGC2820',True,286.29013,False,False,True,9.6579,0.0151,7.8554,0.012,0.8133652243241285,False,True,0.15,5.3,11.747926585610042
b'VFID0282',157.861722,64.2570462,b'PGC2666144',False,1.1796262,False,False,False,1.6867,0.0468,11.0992,1170.8928,6.580423311792257,True,False,0.58,10.0,
